TITLE | TYPE | YEAR
Affaire classée | M | 1931
Affaire coffin, L' | M | 1980
Affaire Coquelet, L' | M | 1934
Affaire Crazy Capo, L' | M | 1973
Affaire Crozet, L' | TV | 1979
Affaire d'une nuit, L' | M | 1960
Affaire de Hauterive, L' | TV | 1991
Affaire de la rue de Lourcine, L' | M | 1923
Affaire des divisions Morituri, L' | M | 1985
Affaire des poisons, L' | M | 1955
Affaire Dollard, L' | M | 1998
Affaire Dominici, L' | M | 1973
Affaire Dominici, L' | TV | 2003
Affaire Dreyfus, L' | M | 1899
Affaire Dreyfus, L' | M | 1902
Affaire Dreyfus, L' | M | 1907
Affaire Dreyfus, L' | M | 1965
Affaire Dreyfus, L' | TV | 1995
Affaire du collier de la reine, L' | M | 1946
Affaire du courrier de Lyon, L' | M | 1923
Affaire du courrier de Lyon, L' | M | 1937
Affaire du Grand Hôtel, L' | M | 1946
Affaire du train 24, L' | M | 1921
Affaire Dubois, L' | TV | 2004
Affaire Dubuffet, L' | M | 1997
Affaire est dans le sac, L' | M | 1932
Affaire Greet Hofmans, De | TV | 1998
Affaire in Rio de Janeiro | M | 1975
Affaire Katsumi, L' | V | 2001
Affaire Kergalen, L' | TV | 2001
Affaire Lafarge, L' | M | 1937
Affaire Libinski | M | 2001
Affaire Lourdes, L' | TV | 1967
Affaire Manet, L' | M | 1951
Affaire Marcorelle, L' | M | 2000
Affaire Marie Besnard, L' | TV | 1986
Affaire Martial, L' | TV | 2003
Affaire Maurizius, L' | M | 1954
Affaire Miller, L' | TV | 1977
Affaire Nachtfrost | TV | 1988
Affaire Nina B., L' | M | 1961
Affaire Norman William, L' | M | 1991
Affaire père et fils, L' | TV | 2002
Affaire Sacco et Vanzetti, L' | M | 1967
Affaire Salengro, L' | TV | 1992
Affaire Seznec, L' | TV | 1993
Affaire Suisse, L' | M | 1978
Affaire(s) à suivre... | M | 2002
Affaire, L' | M | 1977
Affaire, L' | M | 1994
Affaire, L' | V | 2004
Affaires publiques, Les | M | 1934
Affaires sont les affaires, Les | M | 1942
Affairs | M | 1997
Affairs of a Gentleman | M | 1934
Affairs of Anatol, The | M | 1921
Affairs of Annabel, The | M | 1938
Affairs of Aphrodite, The | M | 1970
Affairs of Cappy Ricks, The | M | 1937
Affairs of Cellini, The | M | 1934
Affairs of Dobie Gillis, The | M | 1953
Affairs of Geraldine | M | 1946
Affairs of God, The | M | 2004
Affairs of Hannerl, The | M | 1928
Affairs of Janice | M | 1976
Affairs of Jimmy Valentine, The | M | 1942
Affairs of Martha, The | M | 1942
Affairs of Miss Ping, Part I, The | M | 1960
Affairs of Miss Ping, Part II, The | M | 1961
Affairs of Miss Roberts, The | M | 1980
Affairs of Pierre, The | M | 1937
Affairs of Susan, The | M | 1945
Affairs of the Heart | TV | 1974
Affairs of the Heart | TV | 1992
Affairs of the Heart | V | 1993
Affairs with Bears | M | 2002
Affamata | M | 1990
Affare Beckett, L' | M | 1966
Affare s'ingrossa: Peccati di culo 2, L' | V | 1996
Affare si complica, L' | M | 1942
Affari di famiglia | TV | 1986
Affe Gottes, Der | TV | 1992
Affected Turtleneck Trio, The | M | 2001
Affection | M | 2002
Affectionate Look at Fatherhood, An | M | 1996
Affectionately Yours | M | 1941
Affections extra-pyramidales | M | 1932
Affedilmeyen | M | 1966
Affedilmeyen günah | M | 1965
Affedilmeyen suç | M | 1968
Affedimeyenler | M | 1980
Affekt | M | 1980
Affengeil | M | 1990
Afferra il tempo | M | 1973
Affet beni | M | 1967
Affet beni allahim | M | 1953
Affet beni allahim | M | 1968
Affet sevgilim | M | 1966
Affetmeyen kadin | M | 1964
Affetti speciali | M | 1989
Affiancéd Wife, The | M | 1915
Affiche rouge, L' | M | 1976
Affiche, L' | M | 1924
Affiches en goguette, Les | M | 1904
Affidavit, The | M | 2003
Affiliates | V | 1998
Affinities | M | 1915
Affinities | M | 1915
Affinities | M | 1922
Affinity | M | 1967
Affinity with Dr. Still, An | TV | 1979
Affinità elettive, Le | TV | 1979
Affinità elettive, Le | M | 1996
Affinités électives, Les | TV | 1981
Affirmations | M | 1990
Affittacamere, L' | M | 1976
Affittasi appartamento | M | 2002
Affliction | M | 1996
Affliction | M | 1997
Affliction: My Unbearable Burden of Self Important Pleasure | V | 2002
Affordable Luxury | V | 1996
Affray of Honor, An | M | 1913
Affreux, Les | M | 1959
Affrighted Romance | M | ????
Affäre Blum | TV | 1962
Affäre Dreyfus | TV | 1959
Affäre Dreyfuss | TV | 1968
Affäre Heyde-Savade, Die | TV | 1963
Affäre Rödern, Die | M | 1944
Affäre zu dritt | TV | 2003
Affären | M | 1994
Affæren | TV | 1964
Affæren Birte | M | 1945
Affæren i Mølleby | M | 1976
Affût, L' | M | 1992
Afganets | M | 1991
Afganets-2 | M | 1994
Afganistan - The last war bus (L'ultimo bus di guerra) | M | 1989
Afganistan: Effetti collaterali | TV | 2002
Afganskij izlom | M | 1990
Afghan Abla | M | 1931
Afghan Abla | M | 1934
Afghan Nomads (The Maldar) | M | 1974
Afghan Stories | M | 2002
Afghan Village, An | M | 1974
Afghan Ways | M | 1978
Afghanistan 1362 - Erinnerung an eine Reise | M | 1985
Afghanistan: A Journey of Discovery | M | 2002
Afghanistan: A New Day in Kabul | TV | 2005
Afghanistan: From Ground Zero to Ground Zero | M | 2002
Afghanistan: Land in Crisis | V | 2002
Afghantsi | TV | 1988
Afgrund af frihed, En | M | 1989
Afgrunden | M | 1910
Afgrunden | TV | 2003
AFI Life Achievement Award: A Tribute to Robert De Niro | TV | 2003
AFI Life Achievement Award: A Tribute to Tom Hanks | TV | 2002
AFI's 100 Years, 100 Laughs: America's Funniest Movies | TV | 2000
AFI's 100 Years, 100 Thrills: America's Most Heart-Pounding Movies | TV | 2001
AFI's 100 Years... 100 Heroes & Villains | TV | 2003
AFI's 100 Years... 100 Movies | TV | 1998
AFI's 100 Years... 100 Movies: In Search of | TV | 1998
AFI's 100 Years... 100 Movies: Love Crazy | TV | 1998
AFI's 100 Years... 100 Movies: The Antiheroes | M | 1998
AFI's 100 Years... 100 Passions | TV | 2002
AFI's 100 Years... 100 Songs | TV | 2004
AFI's 100 Years... 100 Stars | TV | 1999
Aficionadas perversas 1: Los vicios de María | V | 1993
Afilando el destino | M | 2002
Afilhado de Sto. António, O | M | 1928
Afilli delikanlilar | M | 1964
Afinação da Interioridade | M | 2001
Afincaos, Los | M | 1941
Afinskiye vechera | M | 1999
Afiste me na ziso | M | 1965
Afiyisi/Peripeteia/Glossa/Siopi | M | 1979
Aflame in the Sky | M | 1927
Aflatoon | M | 1921
Aflatoon | M | 1937
Aflatoon | M | 1951
Aflatoon | M | 1991
Aflatoon | M | 1997
Afmagt | M | 1998
Afno Ghar Afno Manche | M | 2001
Afonya | M | 1975
Afosiosis | M | 1963
Afrah | M | 1949
Afrah | M | 1968
Afrah al chabab | M | 1964
Afraid of Everything | M | 2004
Afraid of His Wife | M | 1921
Afraid of Love | M | 1925
Afraid of the Dark | M | 1991
Afraid to Dance | M | 1988
Afraid to Fight | M | 1922
Afraid to Love | M | 1927
Afraid to Talk | M | 1932
Afrance, L' | M | 2001
Afrekenen | M | 2002
Afrekening, De | TV | 2002
Africa | M | 1930
Africa | TV | 1967
Africa | M | 1999
Africa | M | 1999
Africa - Texas Style! | M | 1967
Africa addio | M | 1966
Africa Adventure | M | 1954
Africa ama | M | 1971
Africa Before Dark | M | 1928
Africa dolce e selvaggia | M | 1982
Africa Express | M | 1975
Africa Express | M | 1989
Africa in the Holy Land | M | 1994
Africa Mashariki Nafsi | M | 2004
Africa Mein Hind | M | 1939
Africa no hikari | M | 1975
Africa nuda, Africa violenta | M | 1974
Africa Screams | M | 1949
Africa segreta | M | 1969
Africa sexy | M | 1963
Africa sotto i mari | M | 1953
Africa Speaks | M | 1930
Africa Speaks -- English | M | 1933
Africa Squawks | M | 1939
Africa Squeaks | M | 1931
Africa Squeaks | M | 1940
Africa's Elephant Kingdom | M | 1998
Africa, Prelude to Victory | M | 1942
Africa: An Introduction | M | 1967
Africa: The Serengeti | M | 1994
Africain, L' | M | 1983
Africaine, L' | TV | 1988
African Adventure | M | 1971
African Angels 2 | V | 1996
African Diary | M | 1945
African Dodger, The | M | 1931
African Dream, An | M | 1987
African Elephant, The | M | 1971
African Gold | M | 1966
African Heat | V | 1999
African Holiday | M | 1937
African Hunt, An | M | 1915
African Huntsmen | M | 1924
African Jim | M | 1949
African Journey | TV | 1989
African Journey | M | 1990
African Journey 2 | M | 1990
African Jungle Hunt | M | 1957
African Lion, The | M | 1955
African Lions and American Beauties | M | 1919
African Love Story, An | TV | 1996
African Manhunt | M | 1955
African Memories | M | 1996
African Queen, The | M | 1951
African Queen, The | TV | 1977
African Skyway | M | 1940
African Story | M | 1972
African Timber | M | 1989
African Treasure | M | 1952
African Violet | M | 1998
African-American Idol: The Search for the Next Black Leader | M | 2003
African-American in Russia, An | M | 1999
Africana, L' | M | 1990
Africanal Dancing | V | 2004
Africanize It! | M | 2001
Africano | M | 2001
Africans, The | M | 1976
Africanus Sexualis (Black Is Beautiful) | M | 1970
Africarama | M | 1965
Afrika | M | 1973
Afrika | M | 2002
Afrika am Rhein | TV | 1986
Afrika dage | M | 1948
Afrika i Aalborg | M | 2002
Afrika Korps | M | 1942
Afrika ohne Gnade | M | 1957
Afrika tanzt | M | 1967
Afrika um die Ecke | M | 1990
Afrikaanse plantages en installaties van de Compagnie Sucrerie Congolaise | M | 1926
Afrikai völegény | M | 1944
Afrikaneren | M | 1966
Afrikas sorte guld | TV | 1989
Afrique années 60 | M | 2003
Afrique et la recherche scientifique, L' | M | 1965
Afrique, c'est loin, L' | TV | 1982
Afrique, je te plumerai | M | 1993
Afrique, mon Afrique... | M | 1995
Afriques: Comment ça va avec la douleur? | M | 1996
Afrit am Abdu | M | 1953
Afrit merati | M | 1968
Afrit Samara | M | 1959
Afrita hanem | M | 1947
Afritet Ismail Yassine | M | 1954
Afro - Kubanske igre | M | 1963
Afro Deutsch | M | 2002
Afro Erotica 1 | V | 1987
Afro Erotica 15 | M | 1987
Afro Erotica 17 | V | 1987
Afro Erotica 19 | V | 1987
Afro Erotica 2 | V | 1987
Afro Erotica 21 | V | 1988
Afro Erotica 22 | V | 1988
Afro Erotica 23 | V | 1988
Afro Erotica 24 | V | 1988
Afro Erotica 25 | V | 1988
Afro Erotica 28 | V | 1988
Afro Erotica 29 | V | 1988
Afro Erotica 3 | V | 1987
Afro Erotica 32 | V | 1989
Afro Erotica 7 | V | 1987
Afro Erotica 8 | V | 1987
Afro Erotica 9 | V | 1987
Afro Nymphos for Real | V | 2001
Afro Promo | M | 1997
Afro-Centrix Volume 143: Battle of the Twins: Chocolate vs. Mocha | V | 2002
Afro-CentriX Volume 24: Chocolate Slurp | V | 1997
Afro-Centrix Volume 31: Byron Long Stroke | V | 1998
Afro-Centrix Volume 32: In Yo Face | V | 1999
Afro-Centrix Volume 35: Just Say Blow | V | 1998
Afro-Centrix Volume 39: Busta Butt | V | 1998
Afro-Centrix Volume 42: Black Snatch Fever | V | 1998
Afro-Centrix Volume 44: Tattooed Blacks | V | 1998
Afro-Centrix Volume 48: Just Say Blow #2 | V | 1998
Afro-Centrix Volume 49: Battle of the Black Babes - Midori vs. Mocha | V | 1999
Afro-Centrix Volume 4: Black Head | V | 1996
Afro-Centrix Volume 50: Mad Man Mark Anthony | V | 1998
Afro-Centrix Volume 52: Supa Freaks | V | 1999
Afro-Centrix Volume 53: Hooked On Jake Steed | V | 1999
Afro-Centrix Volume 56: Ho Down | V | 1999
Afro-Centrix Volume 90: Goin' Downtown | V | 2000
Afroargentinos | M | 2002
Afrocentricity | V | 2000
Afrodisiac 3 | V | 1998
Afrodita | TV | 1993
Afrodita, el jardín de los perfumes | M | 1998
Afrodite | V | 1996
Afrodite, dea dell'amore | M | 1958
Afrodite: La dea dell'amore | V | 1997
Afroditi, to koritsi pou ponese | M | 1968
Afropunk: The 'Rock n Roll Nigger' Experience | M | 2003
Afsana | M | 1951
Afsana | M | 1966
Afsana Dilwalon Ka | M | 2001
Afsana Do Dilon Ka | M | 1982
Afsana Pyaar Ka | M | 1991
Afsane-ye-ah | M | 1991
Afsaneh-e eshgh | M | 2000
Afsanehe dehkadeh | M | 1964
Afsanehe shemal | M | 1959
Afsaneye mah-palang | M | 1992
Afsar | M | 1950
Afscheid | M | 1989
Afscheid van vrijdag | M | 2001
Afscheid, Het | M | 1966
Afskedens time | M | 1973
Afskum | M | 1980
Afsporet | M | 1942
Afsporet | M | 2000
Afstand, De | M | 1981
Afsungar | M | 1952
Afta | M | 2000
Aftab neshinha | M | 1980
Aftab wa ashek | M | 1990
Aften | TV | 1952
Aften med John og Aage, En | V | 1992
Aften med Oscar Wilde, En | TV | 1986
Aften med Victor Borge, En | TV | 1971
Aftenland | M | 2003
Aftenlandet | M | 1977
Aftenunderholdning uden bal med John Price | TV | 1975
After | M | 1990
After | M | 1997
After | M | 2001
After | M | 2002
After 68 | M | 1993
After a Lifetime | TV | 1971
After a Million | M | 1924
After a Reputation | M | 1925
After a Rescue at Sea | M | 1901
After Action | M | 1967
After Aguinaldo | M | 1900
After Alice | M | 1999
After All | M | 1912
After All | TV | 1999
After Amy | TV | 2001
After an Autumn Day That Felt Like Summer | M | 2003
After April | M | 2001
After Ate | V | 2004
After Burner | VG | 1987
After Burner II | VG | 1987
After Business Hours | M | 1925
After Cease to Exist | M | 1977
After Dallas | TV | 2002
After Dark | M | 1914
After Dark | M | 1915
After Dark | M | 1924
After Dark | M | 1924
After Dark | M | 1932
After Dark in Central Park | M | 1900
After Dark, My Sweet | M | 1990
After Dark: Love and Desire | M | 1995
After Darkness | M | 1985
After Death | M | 1988
After Diff'rent Strokes: When the Laughter Stopped | TV | 2000
After Dinner | M | 1938
After Dusk | M | 1991
After Eden | M | 2000
After Eve | M | 1967
After Five | M | 1915
After Freedom | M | 2002
After George | TV | 1983
After Grad with Dad | M | 1980
After Henry | M | 1918
After Her Dough | M | 1914
After Her Millions | M | 1915
After His Own Heart | M | 1919
After Hours | M | 1961
After Hours | M | 1984
After Hours | M | 1985
After Hours | M | 1996
After Hours | V | 1996
After Hours Bondage | V | 1993
After Hours Happy Hour | M | 1999
After Image | M | 2001
After Innocence | M | 2005
After Jimmy | TV | 1996
After Julius | TV | 1978
After Killer, The | M | 2005
After Launching | M | 1898
After Liverpool | TV | 1974
After Love | M | 2003
After Mabo | M | 1998
After Many a Summer | TV | 1967
After Many Days | M | 1912
After Many Days | M | 1919
After Many Years | M | 1908
After Many Years | M | 1910
After Many Years | M | 1912
After Many Years | M | 1912
After Many Years | M | 1930
After Marcuse | TV | 1988
After Marriage | M | 1925
After Mein Kampf | M | 1961
After Midnight | M | 1921
After Midnight | M | 1927
After Midnight | M | 1989
After Midnight | M | 1990
After Midnight | V | 1994
After Midnight | V | 2001
After Midnight | V | 2003
After Midnight with Boston Blackie | M | 1943
After Miss Julie | TV | 1995
After Mr. Sam | M | 1975
After Office Hours | M | 1932
After Office Hours | M | 1935
After One Cigarette | M | 1999
After Party | M | 2002
After Pilkington | TV | 1987
After Play | TV | 1999
After Prison What? | M | 1951
After Romeo | M | 1999
After School | M | 1912
After School | M | 1989
After School | M | 2003
After School Group Sex | V | 2001
After School Special | M | 2002
After School Special | M | 2003
After School Special, The | M | 2000
After Sex | M | 2000
After Shock | M | 1996
After Silence | M | 2003
After Sixty | M | 2002
After Stonewall | M | 1999
After Sunset: The Life & Times of the Drive-In Theater | V | 1995
After Ten Years | M | 1973
After the Afterhour | M | 2002
After the Apocalypse | M | 2004
After the Axe | M | 1982
After the Bachelor's Ball | M | 1909
After the Ball | M | 1899
After the Ball | M | 1903
After the Ball | M | 1910
After the Ball | M | 1914
After the Ball | M | 1919
After the Ball | M | 1924
After the Ball | M | 1929
After the Ball | M | 1932
After the Ball | M | 1956
After the Ball | M | 1957
After the Ball Was Over | M | 1914
After the Ball Was Over | M | 1969
After the Balled-Up Ball | M | 1917
After the Bath | M | 1995
After the Battle | M | 1898
After the Big One: Nuclear War on the Prairies | M | 1983
After the Boom Was Over | TV | 1977
After the Break | M | 1994
After the Dance | M | 1935
After the Dough | M | 1921
After the Fall | TV | 1974
After the First Snow | M | 1902
After the Flood | M | 2001
After the Fog | M | 1929
After the Fox | M | 2000
After the Funeral | TV | 1960
After the Game | M | 1970
After the Game | M | 1980
After the Game | M | 1997
After the Harvest | M | 1981
After the Harvest | TV | 2001
After the Honeymoon | M | 1912
After the Honeymoon | M | 1913
After the Hunt | M | 1903
After the Lights Go Out | M | 1989
After the Massacre | M | 1913
After the Matinee | M | 1917
After the Midnight | M | 1989
After the Party | V | 1993
After the Past | M | 2004
After the Play | M | 1916
After the Promise | TV | 1987
After the Race: Yachts Returning to Anchorage | M | 1899
After the Rain | M | 1990
After the Rain | M | 1999
After the Rain | M | 2000
After the Revolution | M | 1990
After the Reward | M | 1912
After the Service | M | 1902
After the Shock | TV | 1990
After the Show | M | 1921
After the Show | M | 1929
After the Squall | M | 1928
After the Storm | M | 1915
After the Storm | M | 1915
After the Storm | M | 1928
After the Storm | TV | 2001
After the Sunset | M | 2004
After the Thin Man | M | 1936
After the Verdict | M | 1928
After the War | M | 1918
After the War, You Have to Tell Everyone About the Dutch Gay Resistance Fighters | M | 1991
After the Welsh Rabbit | M | 1913
After the Whistle Blows | M | 1964
After Tomorrow | M | 1932
After Tomorrow | M | 2005
After Tonight | M | 1933
After Twenty Years | M | 1911
After Twenty Years | M | 1915
After Twenty Years - Porto Rico | M | 1918
After Twilight | M | 2004
After Upstairs Downstairs | TV | 2002
After Winter: Sterling Brown | M | 1985
After You | M | 1990
After You've Gone | M | 1946
After You've Gone | TV | 1984
After Your Own Heart | M | 1921
After, The | M | 2003
After-Dinner Joke, The | TV | 1978
After-School Special | M | 2004
Afterburn | TV | 1992
Afterburn | M | 1993
Afterglow | M | 1923
Afterglow | M | 1997
Afterglow | V | 1998
Afterglow Live | V | 2004
Afterlife | M | 1978
Afterlife | VG | 1996
AfterLife | M | 2003
AfterLife | V | 2003
Afterlife | TV | 2005
Afterlife of Grandpa, The | M | 1989
Afterman, The | M | 1985
Aftermath | M | 1914
Aftermath | TV | 1960
